Time_Stamp      Daily_Total        Daily_pos    Daily_neg    Daily_neutral
 All -1.0 -1.0 -1.0 -1.0
Jan 14 3077 3.412414689632759 0.5849853753656159 96.00259993500163
Jan 15 9439 3.6338595190168452 0.4555567327047357 95.91058374827843
Jan 16 7419 3.3562474727052165 0.5256773150020219 96.11807521229277
Jan 17 7861 3.192977992621804 0.8141457829792648 95.99287622439893
Jan 18 12190 2.5922887612797374 0.5250205086136177 96.88269073010665
Jan 19 9070 3.484013230429989 0.7386990077177508 95.77728776185226
Jan 20 6640 3.5843373493975905 1.0240963855421688 95.39156626506025
Jan 21 7209 3.065612428908309 0.6380912747953946 96.29629629629629
Jan 22 7298 2.75417922718553 0.4521786790901617 96.7936420937243
Jan 23 8055 2.97951582867784 0.4717566728739913 96.54872749844817
Jan 24 7336 3.326063249727372 0.5043620501635769 96.16957470010905
Jan 25 7451 3.5565695879747685 0.5368406925244934 95.90658971950073
Jan 26 7329 3.520261972984036 0.7640878701050621 95.7156501569109
Jan 27 7089 3.6253350260967694 0.648892650585414 95.72577232331781
Jan 28 7446 3.1963470319634704 0.604351329572925 96.19930163846361
Jan 29 7371 3.011803011803012 0.5698005698005698 96.41839641839643
Jan 30 9525 2.7716535433070866 0.5984251968503937 96.62992125984252
Jan 31 9732 2.6715988491574185 0.7809288943690916 96.54747225647348
Feb 01 7837 3.100676279188465 0.7400791119050657 96.15924460890646
Feb 02 6997 3.072745462341003 0.8575103615835358 96.06974417607546
Feb 03 6594 3.5031847133757963 0.7127691841067638 95.78404610251744
Feb 04 7292 3.1267142073505214 0.6171146461876028 96.25617114646188
Feb 05 7656 3.0041797283176592 0.54858934169279 96.44723092998954
Feb 06 8413 3.0547961488173065 0.7963865446333056 96.14881730654939
Feb 07 8357 3.159028359459136 0.7777910733516812 96.06318056718919
Feb 08 7770 3.191763191763192 0.8236808236808236 95.98455598455598
Feb 09 6979 3.496202894397478 0.5874767158618713 95.91632038974065
Feb 10 6032 3.066976127320955 0.7294429708222812 96.20358090185677
Feb 11 7070 3.0551626591230554 0.5657708628005658 96.37906647807638
Feb 12 6882 3.3856437082243533 0.9009009009009009 95.71345539087474
Feb 13 7838 3.7764735902015825 0.7017096198009697 95.52181678999744
Feb 14 13653 4.812129202373105 0.8276569252179008 94.36021387240899
Feb 15 8307 3.9605152281208618 0.6500541711809318 95.3894306006982
Feb 16 8669 3.599031030107279 0.7959395547352637 95.60502941515746
Feb 17 6761 3.668096435438545 0.6803727259281172 95.65153083863333
Feb 18 5920 3.125 1.0472972972972974 95.8277027027027
Feb 19 6424 3.518057285180573 0.7316313823163137 95.75031133250312
