Time_Stamp      Daily_Total        Daily_pos    Daily_neg    Daily_neutral
 All 27742 4.50940811765554 1.1570903323480644 94.33350154999638
Aug 01 3053 4.159842777595808 1.53946937438585 94.30068784801834
Aug 02 2921 4.3478260869565215 1.3351591920575145 94.31701472098595
Aug 03 1360 4.264705882352941 0.7352941176470588 95.0
Aug 04 -1.0 -1.0 -1.0 -1.0
Aug 05 -1.0 -1.0 -1.0 -1.0
Aug 06 2644 4.53857791225416 0.8320726172465961 94.62934947049925
Aug 07 2937 4.664623765747361 1.2938372488934287 94.04153898535921
Aug 08 584 3.767123287671233 0.684931506849315 95.54794520547945
Aug 09 4230 4.278959810874705 0.8037825059101654 94.91725768321513
Aug 10 4069 3.956746129270091 1.15507495699189 94.88817891373802
Aug 11 3040 4.177631578947368 1.118421052631579 94.70394736842105
Aug 12 3606 4.658901830282862 1.1092623405435387 94.2318358291736
Aug 13 2364 5.1607445008460235 0.7191201353637902 94.1201353637902
