Time_Stamp      Daily_Total        Daily_pos    Daily_neg    Daily_neutral
 All -1.0 -1.0 -1.0 -1.0
Jan 14 3077 10.43223919402015 3.6074098147546314 85.96035099122523
Jan 15 9439 9.333615849136562 4.492001271321114 86.17438287954232
Jan 16 7419 9.192613559778946 3.693220110527025 87.11416632969403
Jan 17 7861 9.197303142093881 3.9053555527286608 86.89734130517746
Jan 18 12190 7.432321575061526 6.201804757998359 86.36587366694012
Jan 19 9070 8.7651598676957 5.237045203969129 85.99779492833517
Jan 20 6640 9.593373493975903 4.924698795180723 85.48192771084338
Jan 21 7209 8.295186572340132 4.535996670828132 87.16881675683173
Jan 22 7298 7.93368046040011 3.6859413537955605 88.38037818580433
Jan 23 8055 8.317815021725636 3.898199875853507 87.78398510242086
Jan 24 7336 9.133042529989096 4.007633587786259 86.85932388222464
Jan 25 7451 9.26050194604751 3.368675345591196 87.37082270836129
Jan 26 7329 10.110519852640197 4.393505253104107 85.4959748942557
Jan 27 7089 9.930878826350684 4.288334038651432 85.78078713499788
Jan 28 7446 9.427880741337631 4.337899543378995 86.23421971528337
Jan 29 7371 9.021842355175687 3.920770587437254 87.05738705738706
Jan 30 9525 7.89501312335958 4.094488188976378 88.01049868766404
Jan 31 9732 7.757912042745582 4.254007398273736 87.98808055898068
Feb 01 7837 9.161669005997194 4.287354855174174 86.55097613882863
Feb 02 6997 10.261540660282979 4.3304273259968555 85.40803201372017
Feb 03 6594 9.887776766757659 3.912647861692448 86.1995753715499
Feb 04 7292 8.886450905101482 3.963247394404827 87.1503017004937
Feb 05 7656 9.051724137931034 4.24503657262278 86.70323928944619
Feb 06 8413 9.449661238559372 3.946273624153097 86.60406513728753
Feb 07 8357 8.79502213713055 5.097523034581788 86.10745482828767
Feb 08 7770 9.472329472329474 4.62033462033462 85.9073359073359
Feb 09 6979 9.313655251468692 4.112337011033099 86.5740077374982
Feb 10 6032 9.267241379310345 4.244031830238726 86.48872679045093
Feb 11 7070 9.151343705799151 4.073550212164074 86.77510608203679
Feb 12 6882 9.66288869514676 4.257483289741354 86.0796280151119
Feb 13 7838 9.989793314621078 3.9806072977800455 86.02959938759888
Feb 14 13653 13.425620742693914 3.8086867355160035 82.76569252179009
Feb 15 8307 11.315757794631034 3.9605152281208618 84.7237269772481
Feb 16 8669 10.197254585303957 4.429576652439728 85.37316876225631
Feb 17 6761 10.575358674752255 4.629492678597841 84.7951486466499
Feb 18 5920 9.527027027027026 4.831081081081081 85.6418918918919
Feb 19 6424 9.448941469489416 4.078455790784559 86.47260273972603
