Time_Stamp      Daily_Total        Daily_pos    Daily_neg    Daily_neutral
 All -1.0 -1.0 -1.0 -1.0
Jan 14 3077 3.314917127071823 0.3899902502437439 96.29509262268444
Jan 15 9439 3.337217925627715 0.3602076491153724 96.30257442525692
Jan 16 7419 3.005795929370535 0.4043671653861707 96.5898369052433
Jan 17 7861 2.8622312682864774 0.6614934486706526 96.47627528304287
Jan 18 12190 2.272354388843314 0.44298605414273995 97.28465955701394
Jan 19 9070 3.1642778390297686 0.6284454244762955 96.20727673649394
Jan 20 6640 3.2228915662650603 0.783132530120482 95.99397590361446
Jan 21 7209 2.7881814398668334 0.41614648356221395 96.79567207657095
Jan 22 7298 2.562345848177583 0.30145245272677446 97.13620169909565
Jan 23 8055 2.706393544382371 0.37243947858473 96.9211669770329
Jan 24 7336 3.0534351145038165 0.39531079607415487 96.55125408942202
Jan 25 7451 3.288149241712522 0.38920950208025773 96.32264125620722
Jan 26 7329 3.2064401691908855 0.5594214763269205 96.23413835448218
Jan 27 7089 3.3714205106503035 0.4090844971081958 96.21949499224151
Jan 28 7446 2.9948965887724954 0.47005103411227506 96.53505237711522
Jan 29 7371 2.862569529236196 0.4748338081671415 96.66259666259667
Jan 30 9525 2.477690288713911 0.4619422572178478 97.06036745406824
Jan 31 9732 2.4455404849979447 0.6062474311549527 96.94821208384711
Feb 01 7837 2.7561566926119685 0.6252392497129003 96.61860405767513
Feb 02 6997 2.7154494783478635 0.7431756467057311 96.5413748749464
Feb 03 6594 3.2757051865332123 0.5307855626326964 96.19350925083408
Feb 04 7292 2.8387273724629734 0.5348326933625891 96.62643993417444
Feb 05 7656 2.7560083594566356 0.43103448275862066 96.81295715778474
Feb 06 8413 2.7814097230476644 0.6894092475930108 96.52918102935932
Feb 07 8357 2.8957759961708747 0.6102668421682422 96.49395716166089
Feb 08 7770 2.9086229086229083 0.6949806949806949 96.3963963963964
Feb 09 6979 3.2526149878206048 0.42986101160624735 96.31752400057316
Feb 10 6032 2.934350132625995 0.629973474801061 96.43567639257294
Feb 11 7070 2.8429985855728432 0.4667609618104668 96.69024045261669
Feb 12 6882 3.109561174077303 0.7991862830572507 96.09125254286545
Feb 13 7838 3.495789742281194 0.6124011227353916 95.89180913498342
Feb 14 13653 4.387314143411705 0.6884933714202007 94.92419248516809
Feb 15 8307 3.755868544600939 0.5176357289033345 95.72649572649573
Feb 16 8669 3.28757642173261 0.5306263698235091 96.18179720844388
Feb 17 6761 3.4018636296405855 0.5472563230291377 96.05088004733028
Feb 18 5920 2.736486486486487 0.8277027027027027 96.4358108108108
Feb 19 6424 3.1288916562889164 0.5448318804483188 96.32627646326276
